,Project ID,Phase,Start Date,Planned_Duration,Planned_Cost,Planned_Delivrable,Project,Actual_Duration,_merge,Delay,Is_Late,Delay_Category,Start_Month,Start_Quarter,Start_Year,Planned_Intensity,Project Type,Country,Region,Type,Phase 1 - Planning,Phase 2 - Initiation,Phase 3 - Implementation,Phase 4 - Manufacturing,Phase A - Initiation,Phase B - Preparation,Phase C - Development,Phase D - Testing,Phase E - Deployment,Phase F - Post-deployment
465,95,Phase D - Testing,2020-12-24,93,2800,19,95,85,both,-8,0,En avance,12,4,2020,6.129032258064517,IT -  CRM Implementation,Japon,Asia Pacific,Affiliate,0,0,0,0,0,0,0,1,0,0
466,95,Phase E - Deployment,2021-03-18,96,86000,19,95,101,both,5,1,Petit retard (<1mois),3,1,2021,5.9375,IT -  CRM Implementation,Japon,Asia Pacific,Affiliate,0,0,0,0,0,0,0,0,1,0
467,95,Phase F - Post-deployment,2021-08-29,175,1400,16,95,102,both,-73,0,En avance,8,3,2021,2.742857142857143,IT -  CRM Implementation,Japon,Asia Pacific,Affiliate,0,0,0,0,0,0,0,0,0,1
468,96,Phase A - Initiation,2020-05-26,15,400,23,96,22,both,7,1,Petit retard (<1mois),5,2,2020,46.0,IT -  CRM Implementation,Chine,Asia Pacific,Distributor,0,0,0,0,1,0,0,0,0,0
469,96,Phase B - Preparation,2020-08-07,75,8100,14,96,68,both,-7,0,En avance,8,3,2020,5.6000000000000005,IT -  CRM Implementation,Chine,Asia Pacific,Distributor,0,0,0,0,0,1,0,0,0,0
470,96,Phase C - Development,2020-10-14,161,10500,15,96,114,both,-47,0,En avance,10,4,2020,2.795031055900621,IT -  CRM Implementation,Chine,Asia Pacific,Distributor,0,0,0,0,0,0,1,0,0,0
471,96,Phase D - Testing,2021-02-05,193,2800,29,96,100,both,-93,0,En avance,2,1,2021,4.507772020725389,IT -  CRM Implementation,Chine,Asia Pacific,Distributor,0,0,0,0,0,0,0,1,0,0
472,96,Phase E - Deployment,2021-05-15,62,123000,24,96,24,both,-38,0,En avance,5,2,2021,11.612903225806452,IT -  CRM Implementation,Chine,Asia Pacific,Distributor,0,0,0,0,0,0,0,0,1,0
473,96,Phase F - Post-deployment,2021-06-08,80,1400,8,96,78,both,-2,0,En avance,6,2,2021,3.0,IT -  CRM Implementation,Chine,Asia Pacific,Distributor,0,0,0,0,0,0,0,0,0,1
474,97,Phase A - Initiation,2020-02-05,86,400,3,97,60,both,-26,0,En avance,2,1,2020,1.0465116279069768,IT -  CRM Implementation,Japon,Asia Pacific,Affiliate,0,0,0,0,1,0,0,0,0,0
475,97,Phase B - Preparation,2020-04-06,150,8100,29,97,206,both,56,1,Retard moyen (1-3mois),4,2,2020,5.8,IT -  CRM Implementation,Japon,Asia Pacific,Affiliate,0,0,0,0,0,1,0,0,0,0
476,97,Phase C - Development,2020-04-12,125,10500,9,97,76,both,-49,0,En avance,4,2,2020,2.1599999999999997,IT -  CRM Implementation,Japon,Asia Pacific,Affiliate,0,0,0,0,0,0,1,0,0,0
477,97,Phase D - Testing,2020-06-27,53,2800,6,97,80,both,27,1,Petit retard (<1mois),6,2,2020,3.3962264150943398,IT -  CRM Implementation,Japon,Asia Pacific,Affiliate,0,0,0,0,0,0,0,1,0,0
478,97,Phase E - Deployment,2020-09-15,134,47000,26,97,142,both,8,1,Petit retard (<1mois),9,3,2020,5.82089552238806,IT -  CRM Implementation,Japon,Asia Pacific,Affiliate,0,0,0,0,0,0,0,0,1,0
479,97,Phase F - Post-deployment,2021-02-04,32,1400,8,97,23,both,-9,0,En avance,2,1,2021,7.5,IT -  CRM Implementation,Japon,Asia Pacific,Affiliate,0,0,0,0,0,0,0,0,0,1
480,98,Phase A - Initiation,2020-02-14,40,400,28,98,42,both,2,1,Petit retard (<1mois),2,1,2020,21.0,IT -  CRM Implementation,Japon,Asia Pacific,Affiliate,0,0,0,0,1,0,0,0,0,0
481,98,Phase B - Preparation,2020-08-05,116,8100,27,98,37,both,-79,0,En avance,8,3,2020,6.982758620689655,IT -  CRM Implementation,Japon,Asia Pacific,Affiliate,0,0,0,0,0,1,0,0,0,0
482,98,Phase C - Development,2020-09-11,147,10500,17,98,100,both,-47,0,En avance,9,3,2020,3.469387755102041,IT -  CRM Implementation,Japon,Asia Pacific,Affiliate,0,0,0,0,0,0,1,0,0,0
483,98,Phase D - Testing,2020-12-20,21,2800,8,98,40,both,19,1,Petit retard (<1mois),12,4,2020,11.428571428571427,IT -  CRM Implementation,Japon,Asia Pacific,Affiliate,0,0,0,0,0,0,0,1,0,0
484,98,Phase E - Deployment,2021-02-08,118,32000,13,98,140,both,22,1,Petit retard (<1mois),2,1,2021,3.305084745762712,IT -  CRM Implementation,Japon,Asia Pacific,Affiliate,0,0,0,0,0,0,0,0,1,0
485,98,Phase F - Post-deployment,2021-06-27,143,1400,19,98,144,both,1,1,Petit retard (<1mois),6,2,2021,3.986013986013986,IT -  CRM Implementation,Japon,Asia Pacific,Affiliate,0,0,0,0,0,0,0,0,0,1
486,99,Phase A - Initiation,2020-04-15,64,400,24,99,83,both,19,1,Petit retard (<1mois),4,2,2020,11.25,IT -  CRM Implementation,Indonesie,Asia Pacific,Distributor,0,0,0,0,1,0,0,0,0,0
487,99,Phase B - Preparation,2020-07-07,32,8100,14,99,16,both,-16,0,En avance,7,3,2020,13.125,IT -  CRM Implementation,Indonesie,Asia Pacific,Distributor,0,0,0,0,0,1,0,0,0,0
488,99,Phase C - Development,2020-07-23,130,10500,11,99,54,both,-76,0,En avance,7,3,2020,2.5384615384615388,IT -  CRM Implementation,Indonesie,Asia Pacific,Distributor,0,0,0,0,0,0,1,0,0,0
489,99,Phase D - Testing,2020-09-15,102,2800,31,99,76,both,-26,0,En avance,9,3,2020,9.117647058823529,IT -  CRM Implementation,Indonesie,Asia Pacific,Distributor,0,0,0,0,0,0,0,1,0,0
490,99,Phase E - Deployment,2020-10-21,134,53000,22,99,147,both,13,1,Petit retard (<1mois),10,4,2020,4.925373134328359,IT -  CRM Implementation,Indonesie,Asia Pacific,Distributor,0,0,0,0,0,0,0,0,1,0
491,99,Phase F - Post-deployment,2020-10-28,34,1400,5,99,55,both,21,1,Petit retard (<1mois),10,4,2020,4.411764705882353,IT -  CRM Implementation,Indonesie,Asia Pacific,Distributor,0,0,0,0,0,0,0,0,0,1
492,100,Phase A - Initiation,2020-05-21,115,400,18,100,132,both,17,1,Petit retard (<1mois),5,2,2020,4.695652173913044,IT -  CRM Implementation,Malaysie,Asia Pacific,Affiliate,0,0,0,0,1,0,0,0,0,0
493,100,Phase B - Preparation,2020-06-22,190,8100,16,100,135,both,-55,0,En avance,6,2,2020,2.526315789473684,IT -  CRM Implementation,Malaysie,Asia Pacific,Affiliate,0,0,0,0,0,1,0,0,0,0
494,100,Phase C - Development,2020-07-07,92,10500,21,100,157,both,65,1,Retard moyen (1-3mois),7,3,2020,6.8478260869565215,IT -  CRM Implementation,Malaysie,Asia Pacific,Affiliate,0,0,0,0,0,0,1,0,0,0
495,100,Phase D - Testing,2020-12-21,123,2800,5,100,150,both,27,1,Petit retard (<1mois),12,4,2020,1.2195121951219512,IT -  CRM Implementation,Malaysie,Asia Pacific,Affiliate,0,0,0,0,0,0,0,1,0,0
496,100,Phase E - Deployment,2021-05-19,54,68000,17,100,19,both,-35,0,En avance,5,2,2021,9.444444444444445,IT -  CRM Implementation,Malaysie,Asia Pacific,Affiliate,0,0,0,0,0,0,0,0,1,0
497,100,Phase F - Post-deployment,2021-05-28,32,1400,18,100,22,both,-10,0,En avance,5,2,2021,16.875,IT -  CRM Implementation,Malaysie,Asia Pacific,Affiliate,0,0,0,0,0,0,0,0,0,1
498,101,Phase A - Initiation,2020-01-16,121,700,25,101,69,both,-52,0,En avance,1,1,2020,6.198347107438017,IT -  CRM Implementation,Chine,Asia Pacific,Distributor,0,0,0,0,1,0,0,0,0,0
499,101,Phase B - Preparation,2020-03-26,109,16100,30,101,71,both,-38,0,En avance,3,1,2020,8.256880733944955,IT -  CRM Implementation,Chine,Asia Pacific,Distributor,0,0,0,0,0,1,0,0,0,0
500,101,Phase C - Development,2020-06-05,175,21000,20,101,175,both,0,0,À l'heure,6,2,2020,3.4285714285714284,IT -  CRM Implementation,Chine,Asia Pacific,Distributor,0,0,0,0,0,0,1,0,0,0
501,101,Phase D - Testing,2020-11-27,68,5600,6,101,86,both,18,1,Petit retard (<1mois),11,4,2020,2.647058823529412,IT -  CRM Implementation,Chine,Asia Pacific,Distributor,0,0,0,0,0,0,0,1,0,0
502,101,Phase E - Deployment,2021-02-21,2,75000,5,101,6,both,4,1,Petit retard (<1mois),2,1,2021,75.0,IT -  CRM Implementation,Chine,Asia Pacific,Distributor,0,0,0,0,0,0,0,0,1,0
503,101,Phase F - Post-deployment,2021-04-26,64,2800,10,101,89,both,25,1,Petit retard (<1mois),4,2,2021,4.6875,IT -  CRM Implementation,Chine,Asia Pacific,Distributor,0,0,0,0,0,0,0,0,0,1
504,102,Phase A - Initiation,2020-03-20,155,400,9,102,65,both,-90,0,En avance,3,1,2020,1.7419354838709677,IT -  CRM Implementation,Ile Maurice,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,1,0,0,0,0,0
505,102,Phase B - Preparation,2020-05-24,3,8100,1,102,9,both,6,1,Petit retard (<1mois),5,2,2020,10.0,IT -  CRM Implementation,Ile Maurice,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,1,0,0,0,0
506,102,Phase C - Development,2020-06-02,199,10500,15,102,152,both,-47,0,En avance,6,2,2020,2.2613065326633164,IT -  CRM Implementation,Ile Maurice,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,1,0,0,0
507,102,Phase D - Testing,2020-11-01,172,2800,28,102,141,both,-31,0,En avance,11,4,2020,4.883720930232559,IT -  CRM Implementation,Ile Maurice,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,0,1,0,0
508,102,Phase E - Deployment,2020-12-02,71,62000,12,102,63,both,-8,0,En avance,12,4,2020,5.070422535211268,IT -  CRM Implementation,Ile Maurice,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,0,0,1,0
509,102,Phase F - Post-deployment,2021-04-30,12,1400,5,102,8,both,-4,0,En avance,4,2,2021,12.5,IT -  CRM Implementation,Ile Maurice,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,0,0,0,1
510,103,Phase A - Initiation,2020-05-09,9,400,2,103,11,both,2,1,Petit retard (<1mois),5,2,2020,6.666666666666666,IT -  CRM Implementation,La Reunion,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,1,0,0,0,0,0
511,103,Phase B - Preparation,2020-09-02,5,8100,6,103,4,both,-1,0,En avance,9,3,2020,36.0,IT -  CRM Implementation,La Reunion,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,1,0,0,0,0
512,103,Phase C - Development,2020-10-13,1,10500,1,103,8,both,7,1,Petit retard (<1mois),10,4,2020,30.0,IT -  CRM Implementation,La Reunion,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,1,0,0,0
513,103,Phase D - Testing,2021-01-06,102,2800,13,103,131,both,29,1,Petit retard (<1mois),1,1,2021,3.8235294117647056,IT -  CRM Implementation,La Reunion,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,0,1,0,0
514,103,Phase E - Deployment,2021-02-06,175,68000,20,103,75,both,-100,0,En avance,2,1,2021,3.4285714285714284,IT -  CRM Implementation,La Reunion,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,0,0,1,0
515,103,Phase F - Post-deployment,2021-04-21,167,1400,24,103,171,both,4,1,Petit retard (<1mois),4,2,2021,4.311377245508982,IT -  CRM Implementation,La Reunion,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,0,0,0,1
516,104,Phase 1 - Planning,2018-05-12,186,50000,21,104,163,both,-23,0,En avance,5,2,2018,3.3870967741935485,Marketing - Launch of new product,Bielorussie,Central/Eastern Europe-Middle East-Africa,Distributor,1,0,0,0,0,0,0,0,0,0
517,104,Phase 2 - Initiation,2018-06-07,185,100000,27,104,179,both,-6,0,En avance,6,2,2018,4.378378378378379,Marketing - Launch of new product,Bielorussie,Central/Eastern Europe-Middle East-Africa,Distributor,0,1,0,0,0,0,0,0,0,0
518,104,Phase 3 - Implementation,2018-06-23,72,150000,17,104,168,both,96,1,Grand retard (>3mois),6,2,2018,7.083333333333333,Marketing - Launch of new product,Bielorussie,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,1,0,0,0,0,0,0,0
519,104,Phase 4 - Manufacturing,2018-12-08,191,450000,4,104,140,both,-51,0,En avance,12,4,2018,0.6282722513089005,Marketing - Launch of new product,Bielorussie,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,1,0,0,0,0,0,0
